name,set,product_id,rarity,number,market_price,low_price,mid_price,printing
Disney Lorcana: Whispers in the Well Booster Box,Whispers in the Well,652703,,,108.94,89.5,114.99,Normal
Disney Lorcana: Whispers in the Well Booster Box Case,Whispers in the Well,652704,,,435.62,429.74,454.67,Normal
Disney Lorcana: Whispers in the Well Sleeved Booster Pack,Whispers in the Well,652705,,,7.08,6.0,8.99,Normal
Disney Lorcana: Whispers in the Well Starter Deck (Sapphire & Steel),Whispers in the Well,652706,,,14.34,12.12,16.99,Normal
Disney Lorcana: Whispers in the Well Starter Deck (Amber & Emerald),Whispers in the Well,652707,,,11.42,6.94,17.84,Normal
Disney Lorcana: Whispers in the Well Starter Deck Display,Whispers in the Well,652708,,,65.88,44.99,98.08,Normal
Disney Lorcana: Whispers in the Well Illumineer's Trove,Whispers in the Well,652709,,,53.8,41.88,54.99,Normal
Disney Lorcana: Whispers in the Well Sleeved Booster Pack Art Bundle [Set of 3],Whispers in the Well,653425,,,,,,Normal
Putting It All Together,Whispers in the Well,653912,Common,196/204,0.13,0.01,0.2,Cold Foil
Nick Wilde - Persistent Investigator,Whispers in the Well,653915,Rare,187/204,0.84,0.25,0.83,Cold Foil
Judy Hopps - Uncovering Clues,Whispers in the Well,653916,Super Rare,156/204,0.48,0.2,0.56,Normal
Disney Lorcana: Whispers in the Well Starter Deck [Set of 2],Whispers in the Well,655174,,,23.4,24.23,29.0,Normal
Ariel - Ethereal Voice (Iconic),Whispers in the Well,657885,Iconic,241/204,547.41,999.99,1250.49,Holofoil
Daisy Duck - Paranormal Investigator,Whispers in the Well,657886,Legendary,154/204,1.07,0.36,1.49,Normal
Demona - Scourge of the Wyvern Clan,Whispers in the Well,657887,Legendary,55/204,29.37,27.75,35.14,Normal
Gaston - Frightful Bully (Epic),Whispers in the Well,657888,Epic,206/204,2.51,1.99,3.0,Holofoil
Hades - Looking for a Deal (Iconic),Whispers in the Well,657889,Iconic,242/204,526.05,631.17,699.99,Holofoil
Hen Wen - Prophetic Pig,Whispers in the Well,657890,Common,138/204,0.1,0.03,0.18,Cold Foil
Hen Wen's Visions,Whispers in the Well,657891,Common,161/204,0.04,0.01,0.1,Normal
Megara - Secret Keeper,Whispers in the Well,657892,Rare,86/204,0.14,0.01,0.23,Normal
Robin Hood - Ephemeral Archer,Whispers in the Well,657893,Rare,171/204,1.01,0.24,1.0,Cold Foil
Simba - King in the Making,Whispers in the Well,657894,Super Rare,20/204,4.5,0.99,3.5,Holofoil
The Black Cauldron,Whispers in the Well,657895,Legendary,32/204,2.34,1.9,2.53,Normal
The Horned King - Heartless Devil,Whispers in the Well,657896,Common,38/204,0.17,0.01,0.25,Cold Foil
The Horned King - Wicked Ruler,Whispers in the Well,657897,Super Rare,36/204,0.2,0.08,0.25,Normal
Ariel - Ethereal Voice,Whispers in the Well,658214,Rare,17/204,10.84,10.0,11.5,Holofoil
Demona - Scourge of the Wyvern Clan (Enchanted),Whispers in the Well,658215,Enchanted,227/204,164.49,164.5,213.3,Holofoil
Jasmine - Soothing Princess,Whispers in the Well,658216,Uncommon,149/204,0.37,0.2,0.37,Holofoil
Megara - Secret Keeper (Epic),Whispers in the Well,658217,Epic,213/204,3.15,2.21,3.71,Holofoil
Gurgi - Apple Lover,Whispers in the Well,658290,Common,10/204,0.07,0.01,0.1,Normal
Taran - Pig Keeper,Whispers in the Well,658291,Uncommon,15/204,0.22,0.07,0.25,Cold Foil
Gwythaint - Savage Hunter,Whispers in the Well,658292,Uncommon,37/204,0.28,0.15,0.32,Cold Foil
Elisa Maza - Intrepid Investigator,Whispers in the Well,658293,Rare,122/204,0.13,0.04,0.2,Normal
Broadway - Sturdy and Strong,Whispers in the Well,658294,Uncommon,190/204,0.09,0.01,0.15,Normal
Goliath - Guardian of Castle Wyvern,Whispers in the Well,658295,Uncommon,119/204,0.1,0.03,0.15,Normal
The Horned King - Triumphant Ghoul (Epic),Whispers in the Well,658323,Epic,210/204,2.19,2.0,3.0,Holofoil
Beast - Aggressive Lord,Whispers in the Well,658324,Uncommon,113/204,0.1,0.01,0.15,Normal
Gaston - Frightful Bully,Whispers in the Well,658325,Uncommon,2/204,0.06,0.01,0.12,Normal
"Next Stop, Olympus",Whispers in the Well,658326,Rare,129/204,0.2,0.08,0.26,Normal
Ursula - Whisper of Vanessa,Whispers in the Well,658327,Rare,59/204,0.36,0.1,0.47,Normal
Bronx - Ferocious Beast,Whispers in the Well,658328,Common,114/204,0.08,0.01,0.1,Normal
Hades - Looking for a Deal,Whispers in the Well,658329,Legendary,56/204,20.52,19.35,24.99,Normal
Recovered Page,Whispers in the Well,658330,Uncommon,30/204,0.06,0.01,0.1,Normal
Duckworth - Ghost Butler,Whispers in the Well,658331,Uncommon,47/204,0.31,0.1,0.33,Cold Foil
Della Duck - Returning Mother,Whispers in the Well,658334,Common,22/204,0.15,0.01,0.2,Cold Foil
Nibs - Lost Boy,Whispers in the Well,658335,Uncommon,48/204,0.19,0.01,0.29,Cold Foil
Search For Clues,Whispers in the Well,658337,Uncommon,26/204,0.24,0.15,0.26,Cold Foil
Bellwether - Master Manipulator,Whispers in the Well,658342,Uncommon,82/204,0.22,0.16,0.26,Cold Foil
Prince Charming - Protector of the Realm,Whispers in the Well,658343,Legendary,189/204,2.4,1.0,2.39,Cold Foil
Cinderella - Dream Come True,Whispers in the Well,658344,Legendary,155/204,30.62,29.51,35.25,Normal
Baloo - Carefree Bear,Whispers in the Well,658345,Rare,85/204,0.11,0.05,0.18,Normal
Diablo - Watchful Raven,Whispers in the Well,658380,Rare,103/204,3.09,1.9,3.6,Cold Foil
Scrooge McDuck - Cavern Prospector,Whispers in the Well,658381,Rare,18/204,0.11,0.03,0.25,Normal
Mrs. Beakley - Former S.H.U.S.H. Agent,Whispers in the Well,658441,Common,11/204,0.04,0.01,0.1,Normal
Della's Moon Lullaby,Whispers in the Well,658444,Common,28/204,0.1,0.01,0.13,Normal
Inscrutable Map,Whispers in the Well,658445,Uncommon,99/204,0.15,0.07,0.25,Cold Foil
Gazelle - Ballad Singer,Whispers in the Well,658446,Rare,25/204,0.52,0.3,0.52,Cold Foil
Simba - King in the Making (Enchanted),Whispers in the Well,658449,Enchanted,224/204,100.26,250.0,345.57,Holofoil
Lena Sabrewing - Mysterious Duck,Whispers in the Well,658457,Common,42/204,0.11,0.02,0.18,Cold Foil
Violet Sabrewing - Senior Junior Woodchuck,Whispers in the Well,658458,Common,44/204,0.06,0.01,0.1,Normal
Might Solve a Mystery,Whispers in the Well,658459,Uncommon,163/204,0.13,0.01,0.17,Normal
Illuminary Tunnels - Linked Caverns,Whispers in the Well,658460,Super Rare,202/204,0.75,0.2,0.71,Cold Foil
Trust In Me,Whispers in the Well,658461,Rare,95/204,0.12,0.01,0.2,Normal
So Be It!,Whispers in the Well,658462,Common,94/204,0.04,0.01,0.1,Normal
Goofy - Emerald Champion,Whispers in the Well,658463,Rare,91/204,0.53,0.3,0.75,Cold Foil
Launchpad - Exceptional Pilot,Whispers in the Well,658464,Common,83/204,0.11,0.03,0.2,Cold Foil
Webby Vanderquack - Mystery Enthusiast,Whispers in the Well,658465,Common,73/204,0.07,0.01,0.12,Normal
Elsa - Exploring the Unknown,Whispers in the Well,658466,Common,45/204,0.23,0.09,0.26,Cold Foil
The Great Illuminary - Abandoned Laboratory,Whispers in the Well,658467,Uncommon,68/204,0.09,0.01,0.15,Normal
Goliath - Clan Leader,Whispers in the Well,658496,Legendary,173/204,12.38,12.31,16.0,Normal
Goofy - Galumphing Gumshoe,Whispers in the Well,658497,Super Rare,24/204,0.12,0.02,0.25,Normal
The Robot Queen,Whispers in the Well,658498,Uncommon,199/204,0.12,0.01,0.13,Normal
Can't Hold It Back Anymore,Whispers in the Well,658499,Rare,62/204,1.31,0.69,1.4,Cold Foil
David Xanatos - Steel Clan Leader,Whispers in the Well,658502,Uncommon,184/204,0.08,0.01,0.15,Normal
Demona - Betrayer of the Clan,Whispers in the Well,658503,Common,40/204,0.08,0.01,0.11,Normal
Lexington - Small in Stature,Whispers in the Well,658745,Uncommon,183/204,0.15,0.01,0.23,Normal
Hudson - Determined Reader,Whispers in the Well,658746,Common,180/204,0.06,0.01,0.1,Normal
Minnie Mouse - Ghost Hunter,Whispers in the Well,658751,Common,181/204,0.13,0.05,0.2,Cold Foil
Munchings and Crunchings,Whispers in the Well,658768,Common,33/204,0.11,0.03,0.2,Cold Foil
Basil - Tenacious Mouse,Whispers in the Well,658783,Common,179/204,0.05,0.01,0.1,Normal
Potion of Malice,Whispers in the Well,658785,Super Rare,98/204,0.62,0.5,0.7,Cold Foil
Fairy Godmother's Wand,Whispers in the Well,658786,Super Rare,168/204,0.7,0.2,0.7,Cold Foil
Webby's Diary,Whispers in the Well,658789,Uncommon,31/204,0.08,0.01,0.14,Normal
But I'm Much Faster,Whispers in the Well,658867,Common,195/204,0.1,0.01,0.1,Normal
Judy Hopps - Lead Detective,Whispers in the Well,658869,Rare,150/204,0.35,0.15,0.4,Normal
Finnick - Tiny Terror,Whispers in the Well,658876,Common,74/204,0.07,0.01,0.12,Normal
Promising Lead,Whispers in the Well,658877,Common,162/204,0.05,0.01,0.1,Normal
Hermes - Harried Messenger,Whispers in the Well,658878,Common,112/204,0.15,0.05,0.22,Cold Foil
Vladimir - Ceramic Unicorn Fan,Whispers in the Well,658879,Common,75/204,0.03,0.01,0.1,Normal
Goldie O'Gilt - Cunning Prospector,Whispers in the Well,658880,Rare,87/204,0.1,0.04,0.17,Normal
Lady Tremaine - Sinister Socialite,Whispers in the Well,658881,Super Rare,124/204,2.01,1.38,2.16,Holofoil
The Bitterwood - Underground Forest,Whispers in the Well,658882,Rare,135/204,0.1,0.01,0.15,Normal
Ink Amplifier,Whispers in the Well,658883,Rare,167/204,0.59,0.25,0.65,Cold Foil
The Black Cauldron (Enchanted),Whispers in the Well,658884,Enchanted,225/204,87.99,80.0,85.0,Holofoil
The Horned King - Triumphant Ghoul,Whispers in the Well,659177,Rare,49/204,0.18,0.05,0.2,Normal
Baloo - Friend and Guardian,Whispers in the Well,659178,Rare,1/204,0.39,0.13,0.49,Cold Foil
Shanti - Village Girl,Whispers in the Well,659179,Common,13/204,0.09,0.01,0.1,Normal
Bagheera - Cautious Explorer,Whispers in the Well,659180,Uncommon,12/204,0.07,0.01,0.1,Normal
Iago - Stompin' Mad,Whispers in the Well,659181,Uncommon,43/204,0.48,0.24,0.5,Cold Foil
Creeper - Loyal Lackey,Whispers in the Well,659182,Rare,50/204,0.31,0.19,0.34,Cold Foil
Big Nose - Lovesick Poet,Whispers in the Well,659183,Common,70/204,0.08,0.01,0.18,Cold Foil
Flintheart Glomgold - Scheming Billionaire,Whispers in the Well,659184,Uncommon,76/204,0.23,0.1,0.27,Cold Foil
Hook Hand - Unexpectedly Friendly,Whispers in the Well,659185,Uncommon,78/204,0.05,0.01,0.1,Normal
Akela - Forest Runner,Whispers in the Well,659186,Common,90/204,0.15,0.01,0.2,Cold Foil
Chomp!,Whispers in the Well,659187,Common,96/204,0.18,0.02,0.23,Cold Foil
"Malicious, Mean, and Scary",Whispers in the Well,659188,Uncommon,97/204,0.27,0.09,0.35,Normal
Peter Pan - High Flyer,Whispers in the Well,659189,Common,105/204,0.05,0.01,0.1,Normal
Mother Gothel - Underhanded Schemer,Whispers in the Well,659190,Common,110/204,0.06,0.01,0.1,Normal
Tinker Bell - Temperamental Fairy,Whispers in the Well,659191,Uncommon,115/204,0.43,0.2,0.49,Cold Foil
Brooklyn - Second in Command,Whispers in the Well,659241,Common,120/204,0.07,0.01,0.1,Normal
Aladdin - Barreling Through,Whispers in the Well,659243,Rare,123/204,1.14,0.5,1.14,Holofoil
Dragon Fire,Whispers in the Well,659245,Common,133/204,0.16,0.01,0.24,Cold Foil
Genie - Investigative Mind,Whispers in the Well,659382,Common,146/204,0.17,0.02,0.22,Cold Foil
Scuttle - Birdbrained,Whispers in the Well,659383,Uncommon,147/204,0.62,0.39,0.52,Cold Foil
Scar - Eerily Prepared,Whispers in the Well,659384,Super Rare,153/204,1.41,0.62,1.62,Holofoil
Pluto - Clever Cluefinder,Whispers in the Well,659385,Uncommon,157/204,0.27,0.15,0.29,Cold Foil
Kristoff - Mining the Ruins,Whispers in the Well,659386,Rare,159/204,3.12,0.92,3.19,Holofoil
Zeus - Missing His Spark,Whispers in the Well,659387,Uncommon,193/204,0.74,0.43,0.74,Holofoil
Mickey Mouse - Detective,Whispers in the Well,659388,Common,160/204,0.14,0.05,0.25,Cold Foil
Inkrunner,Whispers in the Well,659389,Uncommon,169/204,0.14,0.01,0.19,Normal
Donald Duck - Ghost Hunter,Whispers in the Well,659396,Common,172/204,0.13,0.02,0.2,Cold Foil
Inspector Tezuka - Resolute Officer,Whispers in the Well,659404,Common,177/204,0.12,0.01,0.2,Cold Foil
The Twins - Lost Boys,Whispers in the Well,659409,Common,186/204,0.05,0.01,0.1,Normal
Ingenious Device,Whispers in the Well,659410,Rare,201/204,0.44,0.2,0.5,Cold Foil
Cheshire Cat - Inexplicable,Whispers in the Well,659412,Super Rare,60/204,4.36,3.75,5.0,Normal
Little John - Impermanent Outlaw,Whispers in the Well,659413,Super Rare,92/204,0.33,0.14,0.39,Normal
Fairy Godmother - Magical Benefactor,Whispers in the Well,659414,Super Rare,192/204,0.13,0.06,0.24,Normal
Zootopia - Police Headquarters,Whispers in the Well,659415,Uncommon,203/204,0.09,0.01,0.13,Normal
The Sultan - Playful Monarch,Whispers in the Well,659416,Rare,151/204,0.13,0.05,0.2,Normal
Swooping Strike,Whispers in the Well,659417,Common,63/204,0.14,0.05,0.24,Cold Foil
Fragile as a Flower,Whispers in the Well,659418,Common,65/204,0.17,0.05,0.24,Cold Foil
Shere Khan - Fierce and Furious,Whispers in the Well,659419,Rare,128/204,0.18,0.09,0.25,Normal
Begone!,Whispers in the Well,659420,Common,61/204,0.09,0.01,0.15,Cold Foil
Flotsam - Slippery as an Eel,Whispers in the Well,659421,Common,71/204,0.04,0.01,0.1,Normal
Francine - Eyeing the Evidence,Whispers in the Well,659422,Common,176/204,0.17,0.04,0.24,Cold Foil
Mushu's Rocket,Whispers in the Well,659423,Uncommon,134/204,0.37,0.15,0.4,Cold Foil
Anna - Making Snow Plans,Whispers in the Well,659424,Common,139/204,0.17,0.05,0.2,Cold Foil
The Sword of Hercules,Whispers in the Well,659425,Rare,200/204,0.25,0.09,0.3,Normal
Magica De Spell - Conniving Sorceress,Whispers in the Well,659427,Super Rare,54/204,0.12,0.04,0.2,Normal
Baloo - Carefree Bear (Enchanted),Whispers in the Well,659443,Enchanted,230/204,46.94,76.31,88.16,Holofoil
Rajah - Devoted Protector,Whispers in the Well,659444,Common,6/204,0.08,0.01,0.11,Normal
Webby Vanderquack - Knowledge Seeker,Whispers in the Well,659445,Uncommon,9/204,0.16,0.08,0.25,Cold Foil
Cauldron Born - Mindless Horde,Whispers in the Well,659446,Common,39/204,0.06,0.01,0.1,Normal
Olaf - Helping Hand,Whispers in the Well,659447,Uncommon,57/204,2.79,2.38,2.92,Cold Foil
Junior Woodchuck Guidebook,Whispers in the Well,659448,Common,66/204,0.11,0.01,0.15,Normal
Tinker Bell - Fancy Footwork,Whispers in the Well,659449,Common,106/204,0.11,0.01,0.15,Normal
Baloo - Laid-Back Bear,Whispers in the Well,659450,Common,69/204,0.15,0.03,0.2,Cold Foil
Emily Quackfaster - Level-Headed Librarian,Whispers in the Well,659451,Uncommon,80/204,0.1,0.03,0.15,Normal
Flynn Rider - Spectral Scoundrel,Whispers in the Well,659452,Uncommon,81/204,2.9,2.5,3.04,Holofoil
Enigmatic Inkcaster,Whispers in the Well,659453,Rare,100/204,0.23,0.05,0.29,Normal
Cri-Kee - Good Luck Charm,Whispers in the Well,659454,Common,142/204,0.17,0.03,0.23,Cold Foil
Rapunzel - Creative Captor,Whispers in the Well,659455,Common,143/204,0.06,0.01,0.1,Normal
Black Heron - Real Bad Egg,Whispers in the Well,659456,Uncommon,182/204,0.12,0.01,0.15,Normal
Mayor Winddancer - Actor-Turned-Politician,Whispers in the Well,659457,Rare,188/204,0.87,0.5,0.88,Cold Foil
Magica De Spell - Spiteful Sorceress,Whispers in the Well,659458,Rare,52/204,0.09,0.01,0.15,Normal
Magica De Spell - Shadowy and Sinister,Whispers in the Well,659459,Common,41/204,0.04,0.01,0.1,Normal
Chef Louis - In Over His Head,Whispers in the Well,659460,Uncommon,140/204,0.25,0.1,0.26,Cold Foil
Flash - Records Specialist,Whispers in the Well,659461,Common,14/204,0.13,0.03,0.23,Cold Foil
Jetsam - Opportunistic Eel,Whispers in the Well,659462,Common,77/204,0.03,0.01,0.1,Normal
Or Rewrite History!,Whispers in the Well,659463,Uncommon,27/204,0.06,0.01,0.12,Normal
Scrooge McDuck - S.H.U.S.H. Agent,Whispers in the Well,659464,Super Rare,89/204,0.67,0.1,0.75,Normal
Castle Wyvern - Above the Clouds,Whispers in the Well,659594,Rare,204/204,0.99,0.54,0.98,Cold Foil
Merlin - Completing His Research,Whispers in the Well,659597,Uncommon,58/204,0.25,0.25,0.31,Holofoil
Blessed Bagpipes,Whispers in the Well,659598,Uncommon,101/204,0.35,0.15,0.38,Cold Foil
Shere Khan - Keen-Eyed Hunter,Whispers in the Well,659599,Common,108/204,0.07,0.01,0.1,Normal
Rama - Vigilant Father,Whispers in the Well,659600,Common,109/204,0.09,0.01,0.19,Cold Foil
Fergus McDuck - Scrooge's Father,Whispers in the Well,659601,Common,144/204,0.06,0.01,0.1,Normal
Castle of the Horned King - Bastion of Evil,Whispers in the Well,659603,Rare,170/204,0.42,0.16,0.42,Cold Foil
Mulan - Standing Her Ground,Whispers in the Well,659604,Uncommon,126/204,0.07,0.01,0.11,Normal
Sebastian - Loyal Crab,Whispers in the Well,659605,Rare,16/204,0.77,0.25,0.8,Cold Foil
Judy Hopps - On the Case,Whispers in the Well,659617,Uncommon,137/204,0.13,0.01,0.14,Normal
Hans - Brazen Manipulator,Whispers in the Well,659620,Super Rare,117/204,0.1,0.04,0.2,Normal
David Xanatos - Charismatic Leader,Whispers in the Well,659622,Super Rare,116/204,1.55,0.89,1.55,Cold Foil
Shere Khan - Fearsome Tiger,Whispers in the Well,659623,Legendary,88/204,2.28,1.03,2.76,Cold Foil
Raksha - Fearless Mother,Whispers in the Well,659626,Common,107/204,0.04,0.01,0.1,Normal
Mickey Mouse - Amber Champion,Whispers in the Well,659628,Rare,23/204,0.88,0.39,0.88,Normal
Donald Duck - Ruby Champion,Whispers in the Well,659629,Rare,121/204,0.2,0.05,0.21,Normal
Daisy Duck - Sapphire Champion,Whispers in the Well,659630,Rare,158/204,0.68,0.26,0.69,Cold Foil
Pluto - Steel Champion,Whispers in the Well,659631,Rare,191/204,0.56,0.22,0.65,Normal
Minnie Mouse - Amethyst Champion,Whispers in the Well,659760,Rare,35/204,1.08,0.6,1.08,Cold Foil
Mowgli - Man Cub,Whispers in the Well,659761,Super Rare,19/204,3.63,2.26,4.8,Normal
Coldstone - Reincarnated Cyborg,Whispers in the Well,659762,Rare,51/204,0.49,0.26,0.56,Cold Foil
Eilonwy - Princess of Llyr,Whispers in the Well,659763,Common,7/204,0.43,0.15,0.45,Cold Foil
Daisy Duck - Ghost Finder,Whispers in the Well,659764,Common,141/204,0.07,0.01,0.1,Normal
He Hurled His Thunderbolt,Whispers in the Well,659950,Uncommon,197/204,0.99,0.7,1.37,Cold Foil
Mushu - Braggin' Dragon,Whispers in the Well,660001,Common,46/204,0.06,0.01,0.1,Normal
Li Shang - Seasoned Strategist,Whispers in the Well,660002,Common,145/204,0.11,0.01,0.2,Cold Foil
Time to Go!,Whispers in the Well,660003,Uncommon,131/204,0.3,0.01,0.33,Cold Foil
Spooky Sight,Whispers in the Well,660005,Rare,165/204,0.39,0.19,0.5,Normal
The Headless Horseman - Terror of Sleepy Hollow,Whispers in the Well,660010,Legendary,125/204,14.24,12.51,14.99,Cold Foil
Spooky Sight (Enchanted),Whispers in the Well,660011,Enchanted,237/204,178.53,250.0,312.35,Holofoil
The Headless Horseman - Terror of Sleepy Hollow (Enchanted),Whispers in the Well,660012,Enchanted,232/204,122.62,134.99,160.74,Holofoil
The Horseman Strikes! (Epic),Whispers in the Well,660013,Epic,207/204,6.68,5.43,7.98,Holofoil
Headless Manhorse - Manny,Whispers in the Well,660014,Common,4/204,0.06,0.01,0.1,Normal
Brom Bones - Burly Bully,Whispers in the Well,660015,Common,127/204,0.04,0.01,0.1,Normal
Ghostly Tale,Whispers in the Well,660016,Common,132/204,0.14,0.03,0.2,Cold Foil
The Headless Horseman - Relentless Spirit,Whispers in the Well,660017,Common,194/204,0.08,0.01,0.1,Normal
Sleepy Hollow - The Bridge,Whispers in the Well,660018,Uncommon,136/204,0.1,0.01,0.15,Normal
Ichabod Crane - Bookish Schoolmaster,Whispers in the Well,660019,Rare,148/204,0.11,0.05,0.18,Normal
The Headless Horseman - Cursed Rider,Whispers in the Well,660020,Super Rare,174/204,0.36,0.12,0.4,Normal
Ichabod Crane - Scared Out of His Mind,Whispers in the Well,660021,Uncommon,152/204,0.11,0.02,0.15,Normal
Katrina Van Tassel - Rosy-Cheeked Lass,Whispers in the Well,660022,Uncommon,111/204,0.05,0.01,0.11,Normal
Get to Safety!,Whispers in the Well,660023,Rare,130/204,0.73,0.23,0.77,Cold Foil
Nana - Canine Caregiver,Whispers in the Well,660025,Uncommon,53/204,0.25,0.1,0.25,Cold Foil
He Hurled His Thunderbolt (Epic),Whispers in the Well,660026,Epic,222/204,9.91,8.54,11.94,Holofoil
"Malicious, Mean, and Scary (Enchanted)",Whispers in the Well,660027,Enchanted,231/204,68.63,68.63,75.83,Holofoil
"Next Stop, Olympus (Enchanted)",Whispers in the Well,660028,Enchanted,234/204,50.01,45.0,55.0,Holofoil
Cinderella - Dream Come True (Enchanted),Whispers in the Well,660029,Enchanted,236/204,210.79,204.69,231.5,Holofoil
Nick Wilde - Persistent Investigator (Enchanted),Whispers in the Well,660030,Enchanted,239/204,58.51,90.0,140.0,Holofoil
The Sword of Hercules (Enchanted),Whispers in the Well,660031,Enchanted,240/204,36.33,35.0,44.0,Holofoil
Scrooge McDuck - On the Right Track,Whispers in the Well,660032,Uncommon,8/204,0.05,0.01,0.1,Normal
Clawhauser - Donut Detective,Whispers in the Well,660033,Common,175/204,0.12,0.01,0.16,Cold Foil
Duckburg - Funso's Funzone,Whispers in the Well,660034,Rare,34/204,0.11,0.03,0.18,Normal
Goliath - Clan Leader (Enchanted),Whispers in the Well,660035,Enchanted,238/204,104.3,110.0,160.0,Holofoil
The Horseman Strikes!,Whispers in the Well,660036,Rare,29/204,0.48,0.2,0.48,Normal
Hercules - Mighty Leader,Whispers in the Well,660037,Legendary,118/204,2.45,1.5,3.38,Normal
Kaa - Suspicious Serpent,Whispers in the Well,660038,Common,72/204,0.17,0.03,0.2,Cold Foil
Sudden Scare,Whispers in the Well,660039,Uncommon,164/204,0.31,0.01,0.4,Cold Foil
White Agony Plains - Golden Lagoon,Whispers in the Well,660040,Rare,102/204,0.13,0.05,0.2,Normal
Can't Hold It Back Anymore (Enchanted),Whispers in the Well,660041,Enchanted,228/204,99.3,115.0,138.5,Holofoil
Lady Tremaine - Sinister Socialite (Enchanted),Whispers in the Well,660042,Enchanted,233/204,41.36,38.99,44.97,Holofoil
Judy Hopps - Lead Detective (Enchanted),Whispers in the Well,660043,Enchanted,235/204,82.8,90.49,117.96,Holofoil
